Timestamp,Region,Country,Symbol,Name,Price,Currency,Volume (M),Market Cap (M),Sector
1731112393.5136309,Middle East / Africa,Egypt,TMGH,T M G HOLDING,60.71,EGP,7.486,125279.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,COMI,COMMERCIAL INTERNATIONAL BANK-EGYPT (CIB),81.01,EGP,3.772,246526.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,HRHO,EFG HOLDING,22.78,EGP,7.361,33250.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,ESRS,EZZ STEEL,118.98,EGP,1.262,64638.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,ORHD,ORASCOM DEVELOPMENT EGYPT,15.38,EGP,9.615,17387.0,Consumer durables
1731112393.5136309,Middle East / Africa,Egypt,PHDC,PALM HILLS DEVELOPMENT COMPANY,5.81,EGP,20.155,17091.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,MFPC,MISR FERTILIZERS PRODUCTION COMPANY - MOPCO,43.08,EGP,2.623,89571.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,MTIE,MM GROUP FOR INDUSTRY AND INTERNATIONAL TRADE,7.94,EGP,13.659,11994.0,Distribution services
1731112393.5136309,Middle East / Africa,Egypt,SWDY,ELSWEDY ELECTRIC,92.5,EGP,1.089,198022.0,Producer manufacturing
1731112393.5136309,Middle East / Africa,Egypt,ACGC,ARAB COTTON GINNING,8.02,EGP,11.942,2124.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,GBCO,GB CORP,14.97,EGP,6.034,16250.0,Distribution services
1731112393.5136309,Middle East / Africa,Egypt,BTFH,BELTONE HOLDING,3.0,EGP,25.766,16390.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,SKPC,SIDI KERIR PETROCHEMICALS - SIDPEC,21.13,EGP,3.634,19169.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,RAYA,RAYA HOLDING FOR FINANCIAL INVESTMENTS,3.4,EGP,22.387,14556.0,Technology services
1731112393.5136309,Middle East / Africa,Egypt,ATQA,MISR NATIONAL STEEL - ATAQA,5.23,EGP,13.738,6276.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,ORWE,ORIENTAL WEAVERS,29.2,EGP,2.453,19421.0,Consumer durables
1731112393.5136309,Middle East / Africa,Egypt,EMFD,EMAAR MISR FOR DEVELOPMENT,8.5,EGP,7.953,38499.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,TAQA,TAQA ARABIA,13.8,EGP,4.283,18663.0,Utilities
1731112393.5136309,Middle East / Africa,Egypt,EGAS,NATURAL GAS & MINING PROJECT (EGYPT GAS),44.69,EGP,1.266,6445.0,Utilities
1731112393.5136309,Middle East / Africa,Egypt,FWRY,FAWRY FOR BANKING TECHNOLOGY AND ELECTRONIC PAYMENT,8.18,EGP,6.747,27054.0,Technology services
1731112393.5136309,Middle East / Africa,Egypt,HELI,HELIOPOLIS HOUSING,10.21,EGP,4.903,13631.0,Consumer durables
1731112393.5136309,Middle East / Africa,Egypt,ISPH,IBNSINA PHARMA,5.75,EGP,8.47,6440.0,Distribution services
1731112393.5136309,Middle East / Africa,Egypt,OCDI,SIX OF OCTOBER DEVELOPMENT & INVESTMENT (SODIC),63.12,EGP,0.722864,22483.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,EAST,EASTERN COMPANY,28.2,EGP,1.559,84600.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,ZMID,ZAHRAA MAADI INVESTMENT & DEVELOPMENT,7.28,EGP,5.78,3844.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,RMDA,TENTH OF RAMADAN PHARMACEUTICAL INDUSTRIES&DIAGNOSTIC-RAMEDA,3.63,EGP,11.55,5492.0,Health technology
1731112393.5136309,Middle East / Africa,Egypt,ABUK,ABOU KIR FERTILIZERS,56.07,EGP,0.73004,70753.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,DOMT,ARABIAN FOOD INDUSTRIES DOMTY,27.36,EGP,1.31,7732.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,DSCW,DICE SPORT & CASUAL WEAR,1.87,EGP,18.395,3341.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,RACC,RAYA CUSTOMER EXPERIENCE,7.1,EGP,4.661,1551.0,Commercial services
1731112393.5136309,Middle East / Africa,Egypt,KABO,EL NASR CLOTHES & TEXTILES (KABO),3.0,EGP,10.949,1394.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,MASR,MADINET MASR FOR HOUSING AND DEVELOPMENT,4.21,EGP,7.163,8988.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,CIEB,CREDIT AGRICOLE EGYPT,21.04,EGP,1.433,26300.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,ACTF,ACT FINANCIAL,3.5,EGP,7.951,3940.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,ETRS,EGYPTIAN TRANSPORT (EGYTRANS),4.95,EGP,5.563,772.509,Transportation
1731112393.5136309,Middle East / Africa,Egypt,CCAP,QALA FOR FINANCIAL INVESTMENTS,2.42,EGP,11.362,3432.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,RREI,ARAB REAL ESTATE INVESTMENT CO.-ALICO,1.73,EGP,15.435,426.272,Consumer durables
1731112393.5136309,Middle East / Africa,Egypt,EGTS,EGYPTIAN FOR TOURISM RESORTS,5.74,EGP,4.576,6027.0,Utilities
1731112393.5136309,Middle East / Africa,Egypt,AMES,ALEXANDRIA NEW MEDICAL CENTER,23.86,EGP,1.053,2973.0,Health services
1731112393.5136309,Middle East / Africa,Egypt,PHAR,EGYPTIAN INTERNATIONAL PHARMACEUTICALS (EIPICO),48.0,EGP,0.522715,7140.0,Health technology
1731112393.5136309,Middle East / Africa,Egypt,MPRC,EGYPTIAN MEDIA PRODUCTION CITY,27.1,EGP,0.88216,5139.0,Consumer services
1731112393.5136309,Middle East / Africa,Egypt,EFID,EDITA FOOD INDUSTRIES S.A.E,31.01,EGP,0.75641,21707.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,ALCN,ALEXANDRIA CONTAINERS AND GOODS,23.99,EGP,0.914601,71478.0,Transportation
1731112393.5136309,Middle East / Africa,Egypt,ELEC,ELECTRO CABLE EGYPT,2.98,EGP,7.002,9874.0,Producer manufacturing
1731112393.5136309,Middle East / Africa,Egypt,EEII,EL ARABIA ENGINEERING INDUSTRIES,1.38,EGP,13.873,306.518,Electronic technology
1731112393.5136309,Middle East / Africa,Egypt,MCRO,MACRO GROUP PHARMACEUTICALS -MACRO CAPITAL,2.25,EGP,8.499,1265.0,Health technology
1731112393.5136309,Middle East / Africa,Egypt,CICH,CI CAPITAL HOLDING FOR FINANCIAL INVESTMENTS,6.4,EGP,2.982,6400.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,ISMQ,IRON AND STEEL FOR MINES AND QUARRIES,4.47,EGP,4.203,4367.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,AMER,AMER GROUP HOLDING,1.25,EGP,14.839,1128.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,OLFI,OBOUR LAND FOR FOOD INDUSTRIES,20.2,EGP,0.815536,8080.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,ARVA,ARAB VALVES COMPANY,2.77,EGP,5.894,207.591,Producer manufacturing
1731112393.5136309,Middle East / Africa,Egypt,HDBK,HOUSING & DEVELOPMENT BANK,52.8,EGP,0.304374,28063.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,LCSW,LECICO EGYPT,23.49,EGP,0.659096,1958.0,Producer manufacturing
1731112393.5136309,Middle East / Africa,Egypt,CLHO,CLEOPATRA HOSPITAL COMPANY,8.66,EGP,1.7,12517.0,Health services
1731112393.5136309,Middle East / Africa,Egypt,SVCE,SOUTH VALLEY CEMENT,4.08,EGP,3.574,1968.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,AFDI,EL AHLI INVESTMENT AND DEVELOPMENT,34.71,EGP,0.417693,624.78,Finance
1731112393.5136309,Middle East / Africa,Egypt,ADPC,THE ARAB DAIRY PRODUCTS CO. ARAB DAIRY - PANDA,2.75,EGP,5.169,1375.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,EGCH,EGYPTIAN CHEMICAL INDUSTRIES (KIMA),8.34,EGP,1.696,16568.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,AMOC,ALEXANDRIA MINERAL OILS COMPANY,7.8,EGP,1.803,10074.0,Energy minerals
1731112393.5136309,Middle East / Africa,Egypt,PRCL,CERAMIC & PORCELAIN,11.13,EGP,1.185,560.572,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,ODIN,ODIN INVESTMENTS,2.05,EGP,6.073,213.2,Finance
1731112393.5136309,Middle East / Africa,Egypt,CSAG,CANAL SHIPPING AGENCIES,22.66,EGP,0.542169,6798.0,Transportation
1731112393.5136309,Middle East / Africa,Egypt,EXPA,EXPORT DEVELOPMENT BANK OF EGYPT,18.14,EGP,0.665075,17953.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,MCQE,MISR CEMENT (QENA),30.61,EGP,0.388109,2939.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,CANA,SUEZ CANAL BANK S.A.E,17.12,EGP,0.653231,8560.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,NHPS,NATIONAL HOUSING FOR PROFESSIONAL SYNDICATES,65.7,EGP,0.169009,1051.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,EGAL,EGYPT ALUMINUM,111.5,EGP,0.098169,45994.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,CIRA,CAIRO FOR INVESTMENT AND REAL ESTATE DEVELOPMENTS-CIRA EDU,14.1,EGP,0.766727,8217.0,Consumer services
1731112393.5136309,Middle East / Africa,Egypt,ISMA,ISMAILIA MISR POULTRY,9.84,EGP,1.064,884.188,Process industries
1731112393.5136309,Middle East / Africa,Egypt,BINV,B INVESTMENTS HOLDING,24.92,EGP,0.390628,5442.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,SIPC,SABAA INTERNATIONAL COMPANY FOR PHARMACEUTICAL AND CHEMICAL,1.52,EGP,6.327,380.0,Health technology
1731112393.5136309,Middle East / Africa,Egypt,ENGC,ENGINEERING INDUSTRIES (ICON),21.49,EGP,0.437438,3127.0,Producer manufacturing
1731112393.5136309,Middle East / Africa,Egypt,ARCC,ARABIAN CEMENT COMPANY,14.8,EGP,0.633554,5605.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,EASB,EGYPTIAN ARABIAN(THEMAR)COMP. FOR SECURITIES&BONDS BROK. EAC,4.6,EGP,2.017,414.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,SAUD,AL BARAKA BANK EGYPT,13.44,EGP,0.652509,9773.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,IFAP,INTERNATIONAL AGRICULTURAL PRODUCTS,17.98,EGP,0.486229,2877.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,AJWA,AJWA FOR FOOD INDUSTRIES COMPANY EGYPT,63.18,EGP,0.136846,1270.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,EFIC,EGYPTIAN FINANCIAL & INDUSTRIAL,151.04,EGP,0.056926,11047.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,EFIH,E-FINANCE FOR DIGITAL AND FINANCIAL INVESTMENTS,21.06,EGP,0.40418,48672.0,Technology services
1731112393.5136309,Middle East / Africa,Egypt,BIOC,GLAXO SMITH KLINE,43.01,EGP,0.185425,3592.0,Health technology
1731112393.5136309,Middle East / Africa,Egypt,ADIB,ABU DHABI ISLAMIC BANK- EGYPT,43.3,EGP,0.170618,26052.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,POUL,CAIRO POULTRY,14.01,EGP,0.516032,6711.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,JUFO,JUHAYNA FOOD INDUSTRIES,32.5,EGP,0.219878,30596.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Egypt,KZPC,KAFR EL ZAYAT PESTICIDES,11.79,EGP,0.597321,2123.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,ELSH,EL SHAMS HOUSING & URBANIZATION,6.62,EGP,1.063,1502.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,ECAP,EL EZZ PORCELAIN (GEMMA),26.8,EGP,0.260385,1430.0,Producer manufacturing
1731112393.5136309,Middle East / Africa,Egypt,MENA,MENA TOURISTIC & REAL ESTATE INVESTMENT,2.53,EGP,2.684,612.062,Finance
1731112393.5136309,Middle East / Africa,Egypt,IRON,EGYPTIAN IRON & STEEL,37.93,EGP,0.175311,37053.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,ETEL,TELECOM EGYPT,33.9,EGP,0.194592,57870.0,Communications
1731112393.5136309,Middle East / Africa,Egypt,SUGR,DELTA SUGAR,61.8,EGP,0.106666,8788.0,Process industries
1731112393.5136309,Middle East / Africa,Egypt,ATLC,AL TAWFEEK LEASING COMPANY-A.T.LEASE,4.39,EGP,1.456,981.033,Finance
1731112393.5136309,Middle East / Africa,Egypt,ASCM,ASEK COMPANY FOR MINING - ASCOM,38.73,EGP,0.155334,2130.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Egypt,AMIA,ARAB MOLTAKA INVESTMENTS CO,2.63,EGP,2.228,1343.0,Finance
1731112393.5136309,Middle East / Africa,Egypt,SDTI,SHARM DREAMS CO. FOR TOURISM INVESTMENT,17.55,EGP,0.329569,942.082,Consumer services
1731112393.5136309,Middle East / Africa,Egypt,DGTZ,DIGITIZE FOR INVESTMENT AND TECHNOLOGY,2.63,EGP,1.881,,
1731112393.5136309,Middle East / Africa,Egypt,AMPI,AL MOASHER FOR PROGRAMMING AND INFORMATION DISSEMINATION,4.33,EGP,1.062,129.571,Technology services
1731112393.5136309,Middle East / Africa,Egypt,AFMC,ALEXANDRIA FLOUR MILLS,27.0,EGP,0.162694,884.131,Retail trade
1731112393.5136309,Middle East / Africa,Egypt,MEPA,MEDICAL PACKAGING COMPANY,1.34,EGP,3.204,877.7,Process industries
1731112393.5136309,Middle East / Africa,Egypt,ICFC,INTERNATIONAL COMPANY FOR FERTILIZERS & CHEMICALS,10.25,EGP,0.414129,691.875,Process industries
1731112393.5136309,Middle East / Africa,Egypt,UNIT,UNITED HOUSING & DEVELOPMENT,5.87,EGP,0.721694,1576.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,EABL,EAST AFRICAN BREWERIES PLC,191.0,KES,0.7671,149509.0,Distribution services
1731112393.5136309,Middle East / Africa,Kenya,KCB,KCB GROUP LTD,39.5,KES,1.706,123558.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,SCOM,SAFARICOM LTD,15.7,KES,3.816,622022.0,Communications
1731112393.5136309,Middle East / Africa,Kenya,EQTY,EQUITY GROUP HOLDINGS PLC,48.1,KES,0.4451,181136.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,KPLC,KENYA POWER AND LIGHTING COMPANY PLC,4.7,KES,1.333,9367.0,Utilities
1731112393.5136309,Middle East / Africa,Kenya,IMH,I&M HOLDINGS PLC,28.5,KES,0.1609,46715.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,KEGN,KENGEN LTD,3.98,KES,0.8171,26312.0,Utilities
1731112393.5136309,Middle East / Africa,Kenya,WTK,WILLIAMSON TEA LTD - KENYA,232.0,KES,0.0123,4115.0,Process industries
1731112393.5136309,Middle East / Africa,Kenya,SCBK,STANDARD CHARTERED BANK - KENYA,232.0,KES,0.0086,88136.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,NCBA,NCBA GROUP PLC,43.5,KES,0.0308,71420.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,CARB,CARBACID INVESTMENTS LTD,20.0,KES,0.0415,5084.0,Process industries
1731112393.5136309,Middle East / Africa,Kenya,JUB,JUBILEE HOLDINGS LTD,163.0,KES,0.0043,11795.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,SBIC,STANBIC HOLDINGS PLC,134.0,KES,0.005,52973.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,COOP,THE CO-OPERATIVE BANK OF KENYA LTD,14.3,KES,0.044,83607.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,ABSA,ABSA BANK KENYA PLC,15.0,KES,0.0382,81201.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,DTK,DIAMOND TRUST BANK KENYA LTD,51.75,KES,0.0068,14609.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,BAMB,BAMBURI CEMENT LTD,64.5,KES,0.0048,23955.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Kenya,TOTL,TOTALENERGIES MARKETING KENYA PLC,21.05,KES,0.0124,12591.0,Retail trade
1731112393.5136309,Middle East / Africa,Kenya,BAT,BRITISH AMERICAN TOBACCO LTD - KENYA,350.0,KES,700.0,35025.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Kenya,CTUM,CENTUM INVESTMENT CO PLC,9.68,KES,0.0226,6388.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,PORT,E.A.PORTLAND CEMENT LTD,35.2,KES,0.005,2880.0,Non-energy minerals
1731112393.5136309,Middle East / Africa,Kenya,KNRE,KENYA REINSURANCE CORP LTD,1.13,KES,0.1539,6048.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,HFCK,HF GROUP LTD,3.85,KES,0.0335,4477.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,CIC,CIC INSURANCE GROUP LTD,2.3,KES,0.0481,5833.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,SLAM,SANLAM KENYA PLC,6.0,KES,0.0183,826.56,Finance
1731112393.5136309,Middle East / Africa,Kenya,SCAN,WPP SCANGROUP LTD,2.6,KES,0.0408,1210.0,Commercial services
1731112393.5136309,Middle East / Africa,Kenya,UMME,UMEME LTD,16.5,KES,0.0049,24890.0,Utilities
1731112393.5136309,Middle East / Africa,Kenya,KAPC,KAPCHORUA TEA CO LTD,234.0,KES,300.0,2109.0,Process industries
1731112393.5136309,Middle East / Africa,Kenya,NMG,NATION MEDIA GROUP,14.35,KES,0.0048,2826.0,Consumer services
1731112393.5136309,Middle East / Africa,Kenya,BRIT,BRITAM HOLDINGS PLC,5.7,KES,0.0109,13879.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,LBTY,LIBERTY KENYA HOLDINGS LTD,8.0,KES,0.007,4200.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,EVRD,EVEREADY LTD - EAST AFRICA,1.18,KES,0.0398,249.9,Producer manufacturing
1731112393.5136309,Middle East / Africa,Kenya,TCL,TRANSCENTURY LTD,0.41,KES,0.1062,150.081,Producer manufacturing
1731112393.5136309,Middle East / Africa,Kenya,NSE,NAIROBI SECURITIES EXCHANGE LTD,5.98,KES,0.006,1541.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,OCH,OLYMPIA CAPITAL HOLDINGS LTD,2.9,KES,0.0101,115.2,Producer manufacturing
1731112393.5136309,Middle East / Africa,Kenya,FTGH,FLAME TREE GROUP HOLDINGS LTD,1.06,KES,0.0214,190.517,Producer manufacturing
1731112393.5136309,Middle East / Africa,Kenya,CABL,E.A.CABLES LTD,1.1,KES,0.0178,278.437,Producer manufacturing
1731112393.5136309,Middle East / Africa,Kenya,HAFR,HOME AFRIKA LTD,0.35,KES,0.0549,141.839,Consumer durables
1731112393.5136309,Middle East / Africa,Kenya,SMER,SAMEER AFRICA PLC,2.4,KES,0.0067,662.455,Finance
1731112393.5136309,Middle East / Africa,Kenya,CRWN,CROWN PAINTS KENYA PLC,30.0,KES,500.0,4413.0,Process industries
1731112393.5136309,Middle East / Africa,Kenya,TPSE,TPS EASTERN AFRICA LTD,13.8,KES,700.0,2587.0,Consumer services
1731112393.5136309,Middle East / Africa,Kenya,SASN,SASINI LTD,15.8,KES,500.0,3626.0,Process industries
1731112393.5136309,Middle East / Africa,Kenya,UCHM,UCHUMI SUPERMARKET LTD,0.21,KES,0.0376,72.992,Retail trade
1731112393.5136309,Middle East / Africa,Kenya,BKG,BK GROUP PLC,33.25,KES,100.0,27530.0,Finance
1731112393.5136309,Middle East / Africa,Kenya,EGAD,EAAGADS LTD,12.0,KES,200.0,424.472,Consumer non-durables
1731112393.5136309,Middle East / Africa,Kenya,SGL,STANDARD GROUP LTD,6.2,KES,300.0,480.583,Consumer services
1731112393.5136309,Middle East / Africa,Kenya,LKL,LONGHORN PUBLISHERS LTD,2.4,KES,400.0,648.407,Consumer services
1731112393.5136309,Middle East / Africa,Kenya,NBV,NAIROBI BUSINESS VENTURES LIMITED,2.15,KES,200.0,2910.0,Consumer non-durables
1731112393.5136309,Middle East / Africa,Kuwait,KBT,KUWAIT BUSINESS TOWN REAL ESTATE,137.0,KWF,50.783,81.156,Consumer non-durables
1731112393.5136309,Middle East / Africa,Kuwait,KFH,KUWAIT FINANCE HOUSE,725.0,KWF,8.278,12318.0,Finance
1731112393.5136309,Middle East / Africa,Kuwait,NBK,NATIONAL BANK OF KUWAIT,857.0,KWF,6.648,7136.0,Finance
1731112393.5136309,Middle East / Africa,Kuwait,NIH,NATIONAL INTERNATIONAL HOLDING K.S.C,310.0,KWF,17.665,69.609,Process industries
1731112393.5136309,Middle East / Africa,Kuwait,BOUBYAN,BOUBYAN BANK,560.0,KWF,5.599,2352.0,Finance
1731112393.5136309,Middle East / Africa,Kuwait,AGLTY,AGILITY PUBLIC WAREHOUSING,256.0,KWF,11.587,653.034,Transportation
1731112393.5136309,Middle East / Africa,Kuwait,ALSAFAT,AL SAFAT INVESTMENT CO,108.0,KWF,26.862,41.303,Finance
1731112393.5136309,Middle East / Africa,Kuwait,ARZAN,ARZAN FINANCIAL GROUP FOR FINANCING AND INVESTMENT,218.0,KWF,12.326,187.563,Finance
1731112393.5136309,Middle East / Africa,Kuwait,OULAFUEL,OULA FUEL MARKETING,265.0,KWF,8.042,107.211,Energy minerals
1731112393.5136309,Middle East / Africa,Kuwait,AGHC,ARABI GROUP HOLDING KSCP,402.0,KWF,5.096,205.39,Industrial services
1731112393.5136309,Middle East / Africa,Kuwait,NIND,NATIONAL INDUSTRIES GROUP HOLDING,241.0,KWF,8.342,573.672,Finance
1731112393.5136309,Middle East / Africa,Kuwait,UNICAP,UNICAP INVESTMENT AND FINANCE,253.0,KWF,6.658,56.571,Commercial services
1731112393.5136309,Middle East / Africa,Kuwait,GBK,GULF BANK KSCP,313.0,KWF,5.055,1179.0,Finance
1731112393.5136309,Middle East / Africa,Kuwait,ARABREC,AL ARABIYA REAL ESTATE CO KSC,63.5,KWF,22.184,23.62,Finance
1731112393.5136309,Middle East / Africa,Kuwait,KIB,KUWAIT INTERNATIONAL BANK,189.0,KWF,7.254,300.548,Finance
1731112393.5136309,Middle East / Africa,Kuwait,MABANEE,MABANEE CO K.P.S.C,824.0,KWF,1.489,1149.0,Finance
1731112393.5136309,Middle East / Africa,Kuwait,KPROJ,KUWAIT PROJECTS HOLDING,100.9,KWF,12.148,484.436,Finance
1731112393.5136309,Middle East / Africa,Kuwait,ACICO,ACICO INDUSTRIES,84.1,KWF,13.934,27.769,Non-energy minerals
1731112393.5136309,Middle East / Africa,Kuwait,MENA,MENA REAL ESTATE,167.0,KWF,6.947,22.744,Finance
1731112393.5136309,Middle East / Africa,Kuwait,ZAIN,MOBILE TELECOMMUNICATIONS,458.0,KWF,2.214,1982.0,Communications
1731112393.5136309,Middle East / Africa,Kuwait,URC,UNITED REAL ESTATE K.S.C,106.0,KWF,8.317,139.589,Finance
1731112393.5136309,Middle East / Africa,Kuwait,BURG,BURGAN BANK,182.0,KWF,4.841,658.721,Finance
1731112393.5136309,Middle East / Africa,Kuwait,MANAZEL,MANAZEL HOLDING,36.2,KWF,23.584,15.582,Finance
1731112393.5136309,Middle East / Africa,Kuwait,INJAZZAT,INJAZZAT REAL ESTATE DEVELOPMENT,106.0,KWF,6.058,34.086,Finance
1731112393.5136309,Middle East / Africa,Kuwait,IFA,INTERNATIONAL FINANCIAL ADVISORS HOLDING,387.0,KWF,1.556,178.211,Finance
1731112393.5136309,Middle East / Africa,Kuwait,NRE,NATIONAL REAL ESTATE CO K.S.C,81.0,KWF,7.136,154.308,Finance
1731112393.5136309,Middle East / Africa,Kuwait,BOURSA,BOURSA KUWAIT SECURITIES CO KPSC,2230.0,KWF,0.233037,447.73,Finance
1731112393.5136309,Middle East / Africa,Kuwait,NINV,NATIONAL INVESTMENTS CO,254.0,KWF,1.741,199.787,Finance
1731112393.5136309,Middle East / Africa,Kuwait,KAMCO,KAMCO INVESTMENT,132.0,KWF,3.235,45.188,Finance
1731112393.5136309,Middle East / Africa,Kuwait,JAZEERA,JAZEERA AIRWAYS CO K.S.C.P,1110.0,KWF,0.357173,244.2,Transportation
1731112393.5136309,Middle East / Africa,Kuwait,RASIYAT,RASIYAT HOLDING COMPANY K.P.S.C,360.0,KWF,1.065,54.0,Finance
1731112393.5136309,Middle East / Africa,Kuwait,AAYAN,AAYAN LEASING AND INVESTMENT,158.0,KWF,2.422,103.204,Finance
1731112393.5136309,Middle East / Africa,Kuwait,CABLE,GULF CABLE AND ELECTRICAL INDUSTRIES GROUP CO KSCP,1610.0,KWF,0.23439,336.379,Producer manufacturing
1731112393.5136309,Middle East / Africa,Kuwait,BPCC,BOUBYAN PETROCHEMICAL CO KSCP,665.0,KWF,0.556296,346.762,Process industries
1731112393.5136309,Middle East / Africa,Kuwait,ALG,ALI ALGHANIM SONS AUTOMOTIVE CO KSCC,1069.0,KWF,0.331746,292.9,Distribution services
1731112393.5136309,Middle East / Africa,Kuwait,INTEGRATED,INTEGRATED HOLDING CO KSC,513.0,KWF,0.68398,129.789,Finance
1731112393.5136309,Middle East / Africa,Kuwait,MEZZAN,MEZZAN HOLDING CO,973.0,KWF,0.355753,311.875,Consumer non-durables
1731112393.5136309,Middle East / Africa,Kuwait,AAYANRE,AAYAN REAL ESTATE CO KSCP,89.6,KWF,3.796,39.104,Finance
1731112393.5136309,Middle East / Africa,Kuwait,ALTIJARIA,THE COMMERCIAL REAL ESTATE CO K.S.C,145.0,KWF,2.343,276.76,Miscellaneous
1731112393.5136309,Middle East / Africa,Kuwait,WARBABANK,WARBA BANK,193.0,KWF,1.656,421.435,Finance
1731112393.5136309,Middle East / Africa,Kuwait,SHIP,HEAVY ENGINEERING INDUSTRIES AND SHIPBUILDING,797.0,KWF,0.397205,143.652,Producer manufacturing
1731112393.5136309,Middle East / Africa,Kuwait,SPEC,SPECIALITIES GROUP HOLDING,119.0,KWF,2.601,21.34,Process industries
1731112393.5136309,Middle East / Africa,Kuwait,IFAHR,IFA HOTELS AND RESORTS,1540.0,KWF,0.199272,352.563,Consumer services
1731112393.5136309,Middle East / Africa,Kuwait,HUMANSOFT,HUMAN SOFT HOLDING,2617.0,KWF,0.116989,351.159,Commercial services
1731112393.5136309,Middle East / Africa,Kuwait,BEYOUT,BEYOUT INVESTMENT GROUP HOLDING COMPANY K.S.C.,394.0,KWF,0.752279,118.2,Commercial services
1731112393.5136309,Middle East / Africa,Kuwait,MAZAYA,AL MAZAYA HOLDING,71.0,KWF,4.08,38.247,Finance
1731112393.5136309,Middle East / Africa,Kuwait,NCCI,NATIONAL CONSUMER HOLDING CO,108.0,KWF,2.506,32.4,Process industries
1731112393.5136309,Middle East / Africa,Kuwait,KINV,KUWAIT INVESTMENT CO KSCP,166.0,KWF,1.601,90.966,Miscellaneous
1731112393.5136309,Middle East / Africa,Kuwait,SOKOUK,SOKOUK HOLDING,50.2,KWF,5.22,28.697,Consumer services
